,Vaccination-Sentiment,user,text,user_description,location,country_code,long,latt,source,user_mentions,retweet_count
248,0,UMPCU,Vaccines help to reduce the incidence or the severity of disease by stimulating the immune system to provide... https://t.co/33wp9lt8CO,"The UMPCU is the umbrella organization for Primary Cooperatives, dealing/producing meat in Uganda; and is has its members in the 3 Disease Control Zones (DCZs)",,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
249,0,Brendan Karet ?,"the saddest thing about ben: he's a very talented artist, but also has fever dreams about NWO illuminati chemtrail vaccines causing autism",The untested truths spun by different interests continue to churn and accumulate. @MMFA Researcher ?,bball crank = best sporpsball,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
250,0,Goddess Queen,AdamJoshDotCom @waynemerritt @drnickmorr @dontpanicbjtj @umfpt @rockytech @Vanitistic @DoYouEvenSci @TakeThatEarth https://t.co/Phazm25SCG,"Time, like reality, has a liberal bias.","Newnan, GA",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'AdamJoshDotCom', 'name': 'A d a m ?', 'id': 180810321, 'id_str': '180810321', 'indices': [0, 15]}, {'screen_name': 'waynemerritt', 'name': 'The Dome', 'id': 174450011, 'id_str': '174450011', 'indices': [16, 29]}, {'screen_name': 'drnickmorr', 'name': 'Nicholas Morrissey', 'id': 26351157, 'id_str': '26351157', 'indices': [30, 41]}, {'screen_name': 'dontpanicbjtj', 'name': 'Brandon Jerome', 'id': 3304812588, 'id_str': '3304812588', 'indices': [42, 56]}, {'screen_name': 'umfpt', 'name': 'umfpt', 'id': 2574210691, 'id_str': '2574210691', 'indices': [57, 63]}, {'screen_name': 'rockytech', 'name': 'Joe', 'id': 15684878, 'id_str': '15684878', 'indices': [64, 74]}, {'screen_name': 'Vanitistic', 'name': 'Vanitas', 'id': 802725321321680896, 'id_str': '802725321321680896', 'indices': [75, 86]}, {'screen_name': 'DoYouEvenSci', 'name': ""Popper's Ghost"", 'id': 786889231423733760, 'id_str': '786889231423733760', 'indices': [87, 100]}, {'screen_name': 'TakeThatEarth', 'name': 'Earth', 'id': 2542045038, 'id_str': '2542045038', 'indices': [101, 115]}]",0
251,0,Mark Hoofnagle,AgBioWorld @ucdavis Avoid GMO?  The technology that every single national scientific society has concluded is safe https://t.co/iikyCUGt9C,"Trauma, critical care, emergency surgery fellow at U Penn. I write for scienceblogs about anti-science. https://t.co/obZvZuNZqp opinions my own","Philadelphia, PA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'AgBioWorld', 'name': 'C. S. Prakash', 'id': 282076470, 'id_str': '282076470', 'indices': [0, 11]}, {'screen_name': 'ucdavis', 'name': 'UC Davis', 'id': 15987188, 'id_str': '15987188', 'indices': [12, 20]}]",0
252,0,britt mezher,#vaccines #immunise #flushot https://t.co/Z8RJTRrFRs,"Tweeting about Politics when I'm not playing Scrabble. I'm a theatre nurse, black belt in Tae Kwon Do, a busy mum & partner. #marriageequality now!! ?",New South Wales,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],1
253,0,Daniel Caffrey,"Vaccines have repressed so many diseases. Putative association with autism was retracted!
https://t.co/uvHUSbnYtu https://t.co/9HjAiw5N1Q",Tweets/likes are for documentation purposes and will be of little interest to others.,"Wellesley, MA",,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",[],0
254,0,Linare$,"RT @WhatTheFFacts: The doctor who claimed there was a link between autism and vaccines, lost his medical license for creating fraudulent da","USAF. Drop the top, pop it, let it bang.",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'WhatTheFFacts', 'name': 'What The F*** Facts', 'id': 352145373, 'id_str': '352145373', 'indices': [3, 17]}]",357
255,0,michaela ?,RT @doritmi: BBC News - UK 'eliminates measles' for first time https://t.co/LpgqriO2hq #vaccines #vaccineswork #vaxwithme,using mental health awareness & science-based vegan activism as a coping mechanism,chicago  san diego,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [3, 11]}]",8
256,0,Val,RT @CDCgov: Heart disease increases the risk of infections &amp; disease complications. Get vaccinated! Learn more: https://t.co/8Sr098kAQo #Wo,Using the Force,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'CDCgov', 'name': 'CDC', 'id': 146569971, 'id_str': '146569971', 'indices': [3, 10]}]",23
257,0,Vaccinate Indiana,RT @NFIDvaccines: Many adults are at risk for #pneumococcal disease. 2 #vaccines provide protection against this serious disease https://t.,Vaccinate Indiana is dedicated to improving the health of Hoosiers by providing information regarding the benefits of vaccinations across all ages.,Indiana,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'NFIDvaccines', 'name': 'NFID', 'id': 247351807, 'id_str': '247351807', 'indices': [3, 16]}]",5
258,0,Vaccines Are Good,RT @VaccinesToday: How can doctors communicate with patients about vaccines?  https://t.co/fZkH2HPQA0 #vaxstrat,"Vaccination is a gift of life. The impact at any level is only second to clean water. #vaccineswork

Be in the know today!",,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'VaccinesToday', 'name': 'VaccinesToday', 'id': 205670342, 'id_str': '205670342', 'indices': [3, 17]}]",14
259,0,Vaccine Network,Independence  thru vaccines is the way forward !#vaccineswork @nighealthwatch @NphcdaNG @NIFTNig @drfaisalshuaib@CH https://t.co/3lDixWFlqE,Vaccine Network for Disease Control is a Non- Profit Organization aimed at using health and education to emancipate mother and child,"Abuja, Nigeria",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'nighealthwatch', 'name': 'Nigeria Health Watch', 'id': 42210513, 'id_str': '42210513', 'indices': [62, 77]}, {'screen_name': 'NphcdaNG', 'name': 'NPHCDA', 'id': 973840117, 'id_str': '973840117', 'indices': [78, 87]}, {'screen_name': 'NIFTNig', 'name': 'NIFT', 'id': 4784569530, 'id_str': '4784569530', 'indices': [88, 96]}]",1
260,0,WHO/Europe - VPI,RT @HSEImm: July 2017 @WHO_Europe_VPI reported HPV vaccines are extremely safe. 7 WHO reports showing safety https://t.co/rD9TXmiIGh  #prot,Vaccine-preventable Diseases and Immunization programme of the WHO Regional Office for Europe,,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'screen_name': 'HSEImm', 'name': 'HSE NIO', 'id': 823933695212056576, 'id_str': '823933695212056576', 'indices': [3, 10]}, {'screen_name': 'WHO_Europe_VPI', 'name': 'WHO/Europe - VPI', 'id': 561122363, 'id_str': '561122363', 'indices': [22, 37]}]",2
261,0,First Vaccination,Vaccines and Autism: One Doctors Personal Story https://t.co/A30aQph6Hb,Vaccines save lives. #vaccinate,United States,,,,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>",[],0
262,0,VaccinesToday,RT @vaccines4life: Low adult #Vaccination rates are putting vulnerable people at risk #VaccinesWork https://t.co/KiUdXUsbXO,"Vaccines Today is an online platform, supported by Vaccines Europe, for discussing vaccines and vaccination. https://t.co/9TMgfeO8uf",Belgium,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'vaccines4life', 'name': 'Adult Vaccination', 'id': 816326199362392067, 'id_str': '816326199362392067', 'indices': [3, 17]}]",14
263,0,sblambo ???? ????,RT @doritmi: Impact of the US Maternal Tdap #Vaccination Program on Preventing Pertussis in young infants #vaccines  https://t.co/qiY8WTkP34,"Vaccines, public health, epidemiology, gardening.

#gotiges",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'doritmi', 'name': '(((Dorit Reiss)))', 'id': 54886540, 'id_str': '54886540', 'indices': [3, 11]}]",4
264,0,VCH Healthcare,"RT @CTVVancouver: ""We have an easy way to protect our children from cancer, parents: this is a no-brainer. @darcynews https://t.co/tvHNeV6","Vancouver Coastal Health delivers healthcare services to British Columbians in the Lower Mainland, Sunshine Coast, Sea to Sky, Bella Bella and Bella Coola.","Vancouver, BC",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'CTVVancouver', 'name': 'CTV Vancouver', 'id': 16313405, 'id_str': '16313405', 'indices': [3, 16]}, {'screen_name': 'darcynews', 'name': 'CTV Darcy', 'id': 226717822, 'id_str': '226717822', 'indices': [108, 118]}]",20
265,0,Gillian Kershaw,"RT @CTVVancouver: ""We have an easy way to protect our children from cancer, parents: this is a no-brainer. @darcynews https://t.co/tvHNeV6","Vancouverite, Customer Success Owl @Hootsuite, @QueensU alum. Always be yourself, unless you can be Beyonce ? https://t.co/k0pA9BBkmR","Vancouver, British Columbia",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'CTVVancouver', 'name': 'CTV Vancouver', 'id': 16313405, 'id_str': '16313405', 'indices': [3, 16]}, {'screen_name': 'darcynews', 'name': 'CTV Darcy', 'id': 226717822, 'id_str': '226717822', 'indices': [108, 118]}]",20
266,0,Mbavha,"RT @TheWPSC: How I'll sleep today with my new knowledge about vaccines
#PharmacyDay #WitsPharmacyDay ?? https://t.co/MbTaXgAxSq",Venda. A Wits student. A volunteer at Bono foundation and Easycareergo. A very nice person with a good sense of humor ??,"Johannesburg, South Africa",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'TheWPSC', 'name': 'WPSC', 'id': 1683241838, 'id_str': '1683241838', 'indices': [3, 11]}]",4
267,0,J. Frye,"Russia didnt hack the election.
White Privilege doesnt exist.
Republicans arent racist.
Vaccines do not cause autism.",Veni Vidi Vici | The Party of Lincoln ?? | Maddy ?,United States of America,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",[],2
268,0,Annie Mendes,Mama talking about #vaccines on @NewsHour ! https://t.co/zLhhrwMLSE,"Vermont native, @Tufts alumna, Madagascar PCV, deeply passionate about IR, classical studies, travel, snow and red wine.","Vermont, USA",,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","[{'screen_name': 'NewsHour', 'name': 'PBS NewsHour', 'id': 14437914, 'id_str': '14437914', 'indices': [32, 41]}]",0
269,0,Lee Schuler,@MeosoFunny People who hate vaccines have never taken care of a child in an iron lung.  Herd immunity is great til https://t.co/gs9i8gWnpM,"Veteran, Army 1962-67, conservative, very pro Trump.                      #BoycottNFL.     #BoycottNBA","Florida, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'MeosoFunny', 'name': 'Uncommon Sense', 'id': 374138602, 'id_str': '374138602', 'indices': [0, 11]}]",0
270,0,Ramiro Cabral DVM,RT @ElancoEU: #Vaccines changed the world  and theyre as important as ever #WorldRabiesDay https://t.co/sRx5tOytmZ https://t.co/9iBF5lBYYD,Veterinarian working @ElancoEU across companion animals & livestock sectors. Passion for the role of healthy animals in #sustainablelivestock farming. Own views,"Basel, Switzerland",,,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>","[{'screen_name': 'ElancoEU', 'name': 'ElancoEurope', 'id': 730800147198791680, 'id_str': '730800147198791680', 'indices': [3, 12]}]",1
271,0,Fran Astorga,RT @WHO: Thiomersal (ethylmercury) is used in very small amounts as a preservative in some vaccines. Ethylmercury does not pose a health ri,Vida silvestre/wildlife professional- ONE HEALTH. Estoy atenta y opino. Defensora del science-based knowledge. Secretaria AMEVEFAS. Feliz mamá de Elena y Noah,Pirque,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'WHO', 'name': 'WHO', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}]",102
272,0,TonyChliek,"RT @WhatTheFFacts: The doctor who claimed there was a link between autism and vaccines, lost his medical license for creating fraudulent da",Vietnam Vet & Retired Quality Manager,"Sayville, New York",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'WhatTheFFacts', 'name': 'What The F*** Facts', 'id': 352145373, 'id_str': '352145373', 'indices': [3, 17]}]",357
273,0,Gary,RT @immunisationgap: Complacency and anti-science sentiment are putting at risk forms of protection that have saved millions of lives https,Views are my own: retweets are not endorsements,Madchester and Huddersfield,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'immunisationgap', 'name': 'IC', 'id': 1132563818, 'id_str': '1132563818', 'indices': [3, 19]}]",4
274,0,Malachi,RT @weird_sci: The doctor who claimed a link between autism and vaccines fabricated his data and had his medical license revoked. https://t,violent trauma survivor who loves the front bottoms more than himself,earth c,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'weird_sci', 'name': 'Weird Science', 'id': 378204367, 'id_str': '378204367', 'indices': [3, 13]}]",1082
275,0,ViralNews.blog,Share this with anyone who doubts vaccines. The U.K. just eliminated measles. https://t.co/SjoGh0xu1F https://t.co/yRZu4kGwZq,"Viral News is a blog where you will find all the latest fascinating, entertaining, and mind-blowing news on the Web. 
https://t.co/AUtiaZ2DUo","Miami, FL",,,,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",[],0
276,0,VICNetwork,How Not to Make a Documentary About Vaccines  https://t.co/d3aCjr6Y6z via @jezebel,Virtual Immunization Communication Network  |  Connecting health & communication professionals with IZ information  | http://t.co/nMIrb9uv7d,USA,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'Jezebel', 'name': 'Jezebel', 'id': 8192222, 'id_str': '8192222', 'indices': [74, 82]}]",0
277,0,viirulentscience,RT @gorskon: The Pregnancy Vaccine Scare That Should Have Never Been. Flu vaccines dont cause miscarriages. https://t.co/A1BYPUJGBV,"Viruses. And biology. A touch of chemistry, and a dash of astrophysics. Actually, make that a bit of everything, then.",,,,,"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume for Android</a>","[{'screen_name': 'gorskon', 'name': 'David Gorski', 'id': 85227160, 'id_str': '85227160', 'indices': [3, 11]}]",38
278,0,PIGZ on the wings,RT @WHO: Thiomersal (ethylmercury) is used in very small amounts as a preservative in some vaccines. Ethylmercury does not pose a health ri,Viviendo,Santiago,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'WHO', 'name': 'WHO', 'id': 14499829, 'id_str': '14499829', 'indices': [3, 7]}]",102
279,0,Kal's Channel ?,I liked a @YouTube video https://t.co/0lrjwcLXSm Teal Swan is Awful Ep 2: Vaccines part 2,Voice Actor whom'st makes YouTube videos. Lover of all things Dragon Ball. Film Buff. Comic Books. Artist. Writer.,The Milky Way Galaxy,,,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","[{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [10, 18]}]",0
280,0,VT ABB,RT @ClevelandClinic: Vaccines aren't just for kids. https://t.co/n7VVeNTp2q,VT Adaptive Brain & Behavior builds understanding of brain-behavior relationships in health and the human condition to enhance resilience and well-being.,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'ClevelandClinic', 'name': 'Cleveland Clinic', 'id': 24236494, 'id_str': '24236494', 'indices': [3, 19]}]",128
281,0,Alain Gauthier,Infographic: Vaccines Work - Canada.ca https://t.co/AShl9zcyd0,"Vue du ciel, notre belle planète la Terre n'a ni frontière ni politicien --- http://t.co/gnKYIctR","Québec, Canada",,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",[],0
282,0,Skipperdee,"RT @gorskon: I HAVE ""dug into the vaccine question."" Vaccines are not responsible for ""alarming"" rates of illness and disability. Vaccines",Vulcan on the ones & twos. I love Bronco Bama. Hillary was the only thing btwn us & the apocalypse. Eloise is my best friend and lives in the Plaza.,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'gorskon', 'name': 'David Gorski', 'id': 85227160, 'id_str': '85227160', 'indices': [3, 11]}]",77
283,0,Pablo Martin-Gomez,RT @GaviSeth: The power of vaccines:  Immunization cuts Japanese Encephalitis rates by at least 78% in #Nepal: https://t.co/Vq2fcs1wAb #vac,"Wannabe hacker, libriste et troll commonisto-libéral #ForTheLulz. I ? teh Internetz and ?. Bruxellois de ?, francilien malgré lui. Ex futur ingénieur.",Ile de France,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'GaviSeth', 'name': 'Seth Berkley', 'id': 93115683, 'id_str': '93115683', 'indices': [3, 12]}]",54
284,0,Parakeelia millions!,"Vaccines can cause autism.14%Yes 70% No .

Thank goodness for the sensible majority. Not vaxxing your kids can see them get measles, polio","Want the NBN, will boost jobs, exports & GDP. Admin of Friends of the NBN: https://t.co/87wvHcuoM5",SA,AU,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
285,0,James The Cynic ?,#MyDoctorAdvised Me that vaccines aren't safe. I told him neither is a malpractice lawsuit.,WARNING: This Twitter user contains tweets known to the State of California to cause cancer..,"Los Angeles, CA",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
286,0,Mingye Wang 2.3,"vir_innominatum @kennethlipp Correction: alum in vaccines only refers to those aluminium compounds. Anyway, being B284",Was @Arthur2e5 | Fully-Stuck Cross-Platform User. they/them. |?// [[w:zh:User:Artoria2e5]],"Great Barrington, MA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'vir_innominatum', 'name': 'the innominate one', 'id': 711570823, 'id_str': '711570823', 'indices': [0, 16]}, {'screen_name': 'kennethlipp', 'name': 'Kenneth Lipp', 'id': 35062969, 'id_str': '35062969', 'indices': [17, 29]}]",0
287,0,Graeme Kynaston,The earth isn't flat. Vaccines don't cause autism. We landed on the moon. 9/11 wasn't an inside (cont) https://t.co/mOXjfBcVtO,Was a doubter... Now a believer #LFC,"Wem, Shropshire, UK",,,,"<a href=""http://tweetli.st/"" rel=""nofollow"">TweetList 4</a>",[],0
288,0,Greg Folkers,.@Jezebel: How Not to Make a Documentary About #Vaccines   by @ellieshechet  #vaccineswork   https://t.co/6zIcyl5XyN https://t.co/xzkRqUKDxr,"washington, dc || personal account || tweets/retweets ? endorsement || gregfolkers (at) yahoo (dot) com || global health/infectious diseases","Washington, D.C., U.S.A.",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'Jezebel', 'name': 'Jezebel', 'id': 8192222, 'id_str': '8192222', 'indices': [1, 9]}, {'screen_name': 'ellieshechet', 'name': 'Ellie Shechet', 'id': 335064692, 'id_str': '335064692', 'indices': [62, 75]}]",1
289,0,Donovan,"God isn't real.
Vaccines don't cause autism. 
The climate is changing. 
Earth isn't flat.  
Marriage equality won't hurt you.",Watcher of @Collingwood_fc. Writer of words. Taker of photos.,"Melbourne, Australia",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
290,0,collen?,"RT @WhatTheFFacts: The doctor who claimed there was a link between autism and vaccines, lost his medical license for creating fraudulent da",we accept the love we think we deserve.?,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'WhatTheFFacts', 'name': 'What The F*** Facts', 'id': 352145373, 'id_str': '352145373', 'indices': [3, 17]}]",357
291,0,ClaphamHealth,"RT @Doctorshaib: Vaccines save lives and money. Primary prevention is the best.
 https://t.co/bnxm3QaJx4","We are a NHS General Practice based in Clapham Manor Street, London SW4. Please email LAMCCG.drcurran@nhs.net with queries.",London,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'Doctorshaib', 'name': 'Bharat Pankhania', 'id': 94155231, 'id_str': '94155231', 'indices': [3, 15]}]",3
292,0,Orlando Health,"#Vaccines are especially important for #Children and the #Elderly, who may have weak or compromised #ImmuneSystems. https://t.co/ExXGXWV0EF","We are a not-for-profit network of leading community hospitals, specialty hospitals, and a world-class cancer center.","Orlando, FL",,,,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",[],0
293,0,710 Studio Photo,"@ilovemppb @bobatl Smallpox all but eradicated, because of vaccines.  Do you understand the history of smallpox BEF https://t.co/6sRkEnftpo","We are a photography studio specializing in wedding photography, portraiture, and fine art prints.","Grand Haven, Michigan",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'ilovemppb', 'name': 'ijcsly', 'id': 147045323, 'id_str': '147045323', 'indices': [0, 10]}, {'screen_name': 'bobatl', 'name': 'B.o.B', 'id': 17581754, 'id_str': '17581754', 'indices': [11, 18]}]",0
294,0,MNCHALLIANCE,Vaccines work! &amp; are life saving against preventable illnesses.Improve immunization coverage which is currently 62% @kakamega_govt @GaviCSO,"We are an Alliance of Civil Society Organizations in Kakamega concerned about women, children and adolescent health. ""Zero maternal newborn deaths""","Kakamega, Kenya",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'kakamega_govt', 'name': 'Kakamega County', 'id': 1899772627, 'id_str': '1899772627', 'indices': [120, 134]}, {'screen_name': 'GaviCSO', 'name': 'Gavi CSO', 'id': 973999982, 'id_str': '973999982', 'indices': [135, 143]}]",0
295,0,Dokilink.com,"Today, safe animal and human vaccines are among the important tools that exist to eliminate human deaths from #rabies... 1/2",We are bridging the gap between technology and health. ....  Find doctors easily and instantly book appointments with them online. #dokilink,Nigeria,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],0
296,0,LilLeaguers4Garcetti,"@JonnyNah That's why doctors invented antibiotics. 

Not vaccines, though - stay away from those autism provocateurs. Be safe.",We are coaches and volunteers for Little League Baseball across Los Angeles in support of Mayor Eric Garcetti and his commitment to youth sports!! :D,"Los Angeles, CA",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","[{'screen_name': 'JonnyNah', 'name': ""We're Gonna Win ?"", 'id': 862698679714459648, 'id_str': '862698679714459648', 'indices': [0, 9]}]",0
297,0,Scary Mommy,Mom Refusing To Vaccinate Her Son May Face Jail Time https://t.co/fjOeop4TeJ https://t.co/n7ObIPDK0x,"We are millions of unique women, united by motherhood. We are scary, and we are proud. https://t.co/VKUsYsrRPs",,,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],5
298,0,lin willett,Share this with anyone who doubts vaccines. The U.K. just eliminated measles. https://t.co/Qvh8uYaFAS,We are moon walking at the edge of the primordial ooze.,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],0
299,0,RowanwoodWand,RT @DocBastard: Bullshit. Vaccines prevent several deadly and/or debilitating diseases that do not discriminate based on dietary choices. @,"We are only as strong as we are united, weak as we are divided. ( Albus Dumbledore )",It's like the Burrow...,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'DocBastard', 'name': 'Doc Bastard', 'id': 468669904, 'id_str': '468669904', 'indices': [3, 14]}]",107
300,0,SCParentsforVaccines,Vaccines are for everyone (even 4 legged friends). Make sure yours are up to date. https://t.co/qYGPkLu0R8 via @aikenstandard @scdhec,We are parents who believe that we all have a responsibility to each other and to ensuring public health. The science is clear. Vaccines work.,"South Carolina, USA",,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'aikenstandard', 'name': 'Aiken Standard', 'id': 15583586, 'id_str': '15583586', 'indices': [111, 125]}, {'screen_name': 'scdhec', 'name': 'SCDHEC', 'id': 209599290, 'id_str': '209599290', 'indices': [126, 133]}]",0
301,0,April Spivey,Share this with anyone who doubts vaccines. The U.K. just eliminated measles. https://t.co/RqSDpqxU2L,"We are trapped in a dysfunctional relationship. This is a marathon, not a sprint. We are #TheResistance #UniteBlue https://t.co/jgMqnZp43v","DeKalb, IL",,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],6
302,0,The IZ Partnership,What's wrong with what Robert Kennedy Jr. says about #vaccines? A whole lot. https://t.co/Kb7rjMQfRb,"We are unapologetic advocates of immunization.  Protect yourself, protect your family.  Immunize.  Prevent what's preventable.","Houston, TX",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",[],0
303,0,Vets for Donald,You dont outgrow vaccines! Men and women 60+ should #GetVaccinated for #shingles. https://t.co/qioG6bVlLa https://t.co/8gZBQQKIDG,We believe in Donald Trump and support our veterans. Honk if you love ??,United States,,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",[],0
304,0,PerniciousKnid,".parents, if u opt out of vaccines for ur kids then u also opt out of public education. Ur choice. #vaccineswork",We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.,"Minneapolis, MN",US,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",[],1
305,0,Marie-Christine,RT @VaccinesToday: Vaccines are not just for kids - they're for life: https://t.co/JKrG8ZYp2C via @YouTube,"We don't remember days ,we remember moments ??THE eyes are useless,whene the mind is blind ???.Registered nurse ?No porn ban",,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'screen_name': 'VaccinesToday', 'name': 'VaccinesToday', 'id': 205670342, 'id_str': '205670342', 'indices': [3, 17]}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [98, 106]}]",526
306,0,MRC Recruitment,Vaccines are vital - we cannot afford to be complacent - https://t.co/kiUXLR04GW #immunology #research https://t.co/w77UlR3VYi,We have a world class innovation and collaboration  environment where cutting edge research is happening now!  Learn about the work we do & get involved???,United Kingdom,,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],1
307,0,Eugene,Scientists estimate 80-90% of autism is genetic. Subtext: it's not vaccines. Never has been. https://t.co/wU1wb8q2Dg,We help you make smart health choices with guided genetic screenings.,"Melbourne, Victoria",,,,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",[],0
308,0,"Oh No, Kids Movies!",via @scarymommy Mom Claims Shed Rather Go To Jail Than Vaccinate Her Son https://t.co/VLVJCigdES,"We love our kids, but we really get sick of their movies and TV shows! - a new discussion #podcast from a mother's point of view. COMING SOON from @MRMLpodcast!","Toronto, Ontario",,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","[{'screen_name': 'ScaryMommy', 'name': 'Scary Mommy', 'id': 14868699, 'id_str': '14868699', 'indices': [4, 15]}]",0
309,0,jeb hill,"RT @WhatTheFFacts: The doctor who claimed there was a link between autism and vaccines, lost his medical license for creating fraudulent da","We met down by the river, on the final day of May and when I leaned in to kiss her, she did not turn away","germantown, tennessee",,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'screen_name': 'WhatTheFFacts', 'name': 'What The F*** Facts', 'id': 352145373, 'id_str': '352145373', 'indices': [3, 17]}]",357
